30 3 0.9 -9 0.730693040452846 -0.0577044363088754 0.1 10 7.5 0.75 ; 23 41 51
27 2 0.925925925925926 -12.5 0.697503884014663 -0.0210595094263207 0.0740740740740741 13.5 17.1610169491525 1.27118644067797 ; 11 23 31 41
46 16 0.652173913043478 -1.875 0.87406293479704 -0.0260018722022003 0.347826086956522 2.875 2.72727272727273 0.948616600790514 ; 33 43
17 3 0.823529411764706 -4.66666666666667 0.306539619836745 -0.107916613167918 0.176470588235294 5.66666666666667 2.65238194299979 0.468067401705846 ; 21 33 43
15 20 -0.333333333333333 0.25 -0.157949748324146 -0.0148793241174921 1.33333333333333 0.75 0.730994152046784 0.974658869395711 ; 22 42
16 3 0.8125 -4.33333333333333 0.264330478638812 -0.088406390970025 0.1875 5.33333333333333 2.42424242424242 0.454545454545455 ; 13 42 52
18 3 0.833333333333333 -5 0.313909448441731 -0.104650263787274 0.166666666666667 6 2.84210526315789 0.473684210526316 ; 22 31 51
50 12 0.76 -3.16666666666667 1 -0.14 0.24 4.16666666666667 3 0.72 ; 41 51
32 14 0.5625 -1.28571428571429 0.44657840569979 -0.0929122857496206 0.4375 2.28571428571429 1.87134502923977 0.818713450292398 ; 21 32
47 16 0.659574468085106 -1.9375 0.791320018671387 -0.106152685431527 0.340425531914894 2.9375 2.38983050847458 0.813559322033898 ; 11 41
23 15 0.347826086956522 -0.533333333333333 0.299726121052415 0.042450480664076 0.652173913043478 1.53333333333333 1.6812865497076 1.09649122807018 ; 12 21
37 5 0.864864864864865 -6.4 0.711202939946268 -0.0297928820523187 0.135135135135135 7.4 5.98275242544017 0.808480057491915 ; 13 33 43
21 1 0.952380952380952 -20 0.535550484560389 -0.0859137161913485 0.0476190476190476 21 5.83333333333333 0.277777777777778 ; 12 32 52
12 4 0.666666666666667 -2 0.228380984099499 -0.0930020708718626 0.333333333333333 3 2.02020202020202 0.673400673400674 ; 13 32 42
32 3 0.90625 -9.66666666666667 0.606541389890074 -0.0862058658683672 0.09375 10.6666666666667 5.19818063677713 0.487329434697856 ; 21 32 42
21 0 1 Inf 0.625315639127346 -0.0640426481830522 0 Inf 16.2037037037037 0 ; 12 32 42 52
27 10 0.62962962962963 -1.7 0.410304145386664 -0.132933430281038 0.37037037037037 2.7 1.90677966101695 0.706214689265537 ; 11 23
11 0 1 Inf 0.332967166617389 -0.0775906753600048 0 Inf 5.1789077212806 0 ; 11 32 42 52
12 6 0.5 -1 0.208520141506618 -0.0518054721029336 0.5 2 2.10526315789474 1.05263157894737 ; 22 32 52
12 1 0.916666666666667 -11 0.363669150724521 -0.0830471409114018 0.0833333333333333 12 5.10618983679104 0.425515819732587 ; 13 21 33 43
18 3 0.833333333333333 -5 0.222008262583023 -0.0668502085516644 0.166666666666667 6 2.4085637823372 0.4014272970562 ; 11 22 31
15 21 -0.4 0.285714285714286 -0.116543309349613 0.0582716546748065 1.4 0.714285714285714 0.789473684210526 1.10526315789474 ; 22 52
11 0 1 Inf 0.187049359228803 -0.0984190546006583 0 Inf 4.54290150989527 0 ; 11 21 32 42
39 5 0.871794871794872 -6.8 0.720659878507205 -0.05745392518437 0.128205128205128 7.8 5.80165289256199 0.743801652892562 ; 13 33 53
10 2 0.8 -4 0.264958600999098 -0.127643737031677 0.2 5 2.27272727272727 0.454545454545455 ; 12 33 53
23 6 0.739130434782609 -2.83333333333333 0.353408361084115 -0.0280586970728883 0.260869565217391 3.83333333333333 3.00130491518051 0.78294910830796 ; 13 22 33
17 4 0.764705882352941 -3.25 0.317948128687405 -0.0681960009079546 0.235294117647059 4.25 2.91762013729977 0.68649885583524 ; 21 43 53
22 0 1 Inf 0.545539072777276 -0.0852372122615775 0 Inf 5.09259259259259 0 ; 12 42 52
12 11 0.0833333333333333 -0.0909090909090909 -0.152855695910666 -0.182827400991189 0.916666666666667 1.09090909090909 0.701754385964912 0.64327485380117 ; 22 32
21 17 0.19047619047619 -0.235294117647059 0.0028501597951257 -0.111156232009902 0.80952380952381 1.23529411764706 1.00478468899522 0.813397129186603 ; 13 21
49 16 0.673469387755102 -2.0625 0.913346259032624 -0.058925565098879 0.326530612244898 3.0625 2.72222222222222 0.888888888888889 ; 42 52
20 5 0.75 -3 0.343037735658155 -0.0321281976469509 0.25 4 3.12044934470564 0.78011233617641 ; 13 22 43
18 0 1 Inf 0.404701496513842 -0.103432133396001 0 Inf 7.2256913470116 0 ; 11 22 41 51
27 5 0.814814814814815 -4.4 0.599221241579107 -0.0231814326354251 0.185185185185185 5.4 5.72033898305085 1.05932203389831 ; 11 23 31
27 0 1 Inf 0.757238288343863 -0.0557061512915123 0 Inf 51.4830508474576 0 ; 11 23 31 41 51
21 5 0.761904761904762 -3.2 0.327681968422467 -0.0506590224222115 0.238095238095238 4.2 3.01435406698565 0.717703349282297 ; 13 22 53
15 4 0.733333333333333 -2.75 0.239401969279088 -0.10406295827624 0.266666666666667 3.75 1.9573727707699 0.521966072205307 ; 13 21 33
43 22 0.488372093023256 -0.954545454545455 0.655502392344498 0.0526315789473684 0.511627906976744 1.95454545454545 2.13223140495868 1.09090909090909 ; 13 33
20 1 0.95 -19 0.529456482385466 -0.062468038456937 0.05 20 25.5309491839552 1.27654745919776 ; 13 22 33 43 53
11 6 0.454545454545455 -0.833333333333333 -0.00913346719548128 -0.0872325612841722 0.545454545454545 1.83333333333333 1.36287045296858 0.743383883437407 ; 11 21 42
11 3 0.727272727272727 -2.66666666666667 0.158099890904008 -0.0832319559606143 0.272727272727273 3.66666666666667 1.86440677966102 0.508474576271187 ; 11 32 52
34 17 0.5 -1 0.437037410061049 -0.0582716546748065 0.5 2 1.78947368421053 0.894736842105263 ; 21 52
10 13 -0.3 0.230769230769231 -0.0662266178532522 0.0331133089266261 1.3 0.769230769230769 0.833333333333333 1.08333333333333 ; 12 53
10 1 0.9 -9 0.17867948668727 -0.0663658986477466 0.1 10 3.71691941718704 0.371691941718704 ; 11 21 42 52
44 4 0.909090909090909 -10 0.893725749918909 -0.0420519611546542 0.0909090909090909 11 8.14814814814815 0.740740740740741 ; 32 42 52
11 4 0.636363636363636 -1.75 0.133241806221576 -0.0662596747219327 0.363636363636364 2.75 1.55367231638418 0.56497175141243 ; 11 42 52
18 0 1 Inf 0.404701496513842 -0.0743682213863162 0 Inf 7.2256913470116 0 ; 11 22 31 51
47 18 0.617021276595745 -1.61111111111111 0.791320018671387 -0.0482512206506943 0.382978723404255 2.61111111111111 2.38983050847458 0.915254237288136 ; 11 51
12 6 0.5 -1 0.197532073835983 -0.0904161101491308 0.5 2 1.87226960682338 0.936134803411691 ; 13 21 43
24 15 0.375 -0.6 0.145679136687016 -0.116543309349613 0.625 1.6 1.26315789473684 0.789473684210526 ; 22 53
16 17 -0.0625 0.0588235294117647 -0.0684762383262326 -0.0391292790435615 1.0625 0.941176470588235 0.872727272727273 0.927272727272727 ; 13 52
16 0 1 Inf 0.478925825411959 -0.0668114123797131 0 Inf 9.74658869395712 0 ; 12 21 42 52
21 17 0.19047619047619 -0.235294117647059 0.0582716546748065 -0.0582716546748065 0.80952380952381 1.23529411764706 1.10526315789474 0.894736842105263 ; 21 53
20 1 0.95 -19 0.44852772186809 -0.0541571374275079 0.05 20 9.36134803411692 0.468067401705846 ; 13 22 43 53
45 2 0.955555555555556 -21.5 0.894635505056936 -0.11448183648516 0.0444444444444444 22.5 8.00395256916996 0.355731225296443 ; 33 43 53
18 4 0.777777777777778 -3.5 0.313909448441731 -0.0952263788956721 0.222222222222222 4.5 2.84210526315789 0.631578947368421 ; 22 41 51
18 16 0.111111111111111 -0.125 -0.0291358273374033 -0.0874074820122098 0.888888888888889 1.125 0.947368421052632 0.842105263157895 ; 22 51
50 2 0.96 -24 1 -0.1 0.04 25 9 0.36 ; 31 41 51
14 9 0.357142857142857 -0.555555555555556 0.212951067119622 -0.00517774484718817 0.642857142857143 1.55555555555556 2.04678362573099 1.31578947368421 ; 22 42 52
50 13 0.74 -2.84615384615385 1 -0.11 0.26 3.84615384615385 3 0.78 ; 31 51
34 5 0.852941176470588 -5.8 0.616852624040045 -0.082177627752167 0.147058823529412 6.8 4.97076023391813 0.730994152046784 ; 21 42 52
24 4 0.833333333333333 -5 0.406504100730533 -0.147636858699701 0.166666666666667 6 3.44497607655502 0.574162679425837 ; 22 33 53
44 14 0.681818181818182 -2.14285714285714 0.894959429780133 -0.0308606699924184 0.318181818181818 3.14285714285714 2.93333333333333 0.933333333333333 ; 32 52
47 1 0.978723404255319 -46 0.895660009335693 -0.0596502441301389 0.0212765957446809 47 21.5084745762712 0.457627118644068 ; 11 31 41 51
18 15 0.166666666666667 -0.2 -0.0291358273374033 -0.116543309349613 0.833333333333333 1.2 0.947368421052632 0.789473684210526 ; 22 31
12 11 0.0833333333333333 -0.0909090909090909 -0.169753409684498 -0.199534709629147 0.916666666666667 1.09090909090909 0.677966101694915 0.621468926553672 ; 11 32
