30 4 0.866666666666667 -6.5 0.730693040452846 -0.00081774523550146 0.133333333333333 7.5 7.5 1 ; 23 41 51
27 1 0.962962962962963 -26 0.697503884014663 -0.0708310426811464 0.037037037037037 27 17.1610169491525 0.635593220338983 ; 11 23 31 41
46 16 0.652173913043478 -1.875 0.87406293479704 -0.0260018722022003 0.347826086956522 2.875 2.72727272727273 0.948616600790514 ; 33 43
17 5 0.705882352941177 -2.4 0.306539619836745 -0.0608421887823781 0.294117647058824 3.4 2.65238194299979 0.78011233617641 ; 21 33 43
15 14 0.0666666666666667 -0.0714285714285714 -0.157949748324146 -0.186563833165477 0.933333333333333 1.07142857142857 0.730994152046784 0.682261208576998 ; 22 42
16 6 0.625 -1.66666666666667 0.264330478638812 -0.0201646782358583 0.375 2.66666666666667 2.42424242424242 0.909090909090909 ; 13 42 52
18 6 0.666666666666667 -2 0.313909448441731 -0.0746502637872743 0.333333333333333 3 2.84210526315789 0.947368421052632 ; 22 31 51
50 21 0.58 -1.38095238095238 1 0.13 0.42 2.38095238095238 3 1.26 ; 41 51
32 14 0.5625 -1.28571428571429 0.44657840569979 -0.0929122857496206 0.4375 2.28571428571429 1.87134502923977 0.818713450292398 ; 21 32
47 15 0.680851063829787 -2.13333333333333 0.791320018671387 -0.135103417821944 0.319148936170213 3.13333333333333 2.38983050847458 0.76271186440678 ; 11 41
23 7 0.695652173913043 -2.28571428571429 0.299726121052415 -0.214825159724263 0.304347826086957 3.28571428571429 1.6812865497076 0.511695906432749 ; 12 21
37 7 0.810810810810811 -4.28571428571429 0.711202939946268 -0.02936153996498 0.189189189189189 5.28571428571429 5.98275242544017 1.13187208048868 ; 13 33 43
21 1 0.952380952380952 -20 0.535550484560389 -0.00651424426546407 0.0476190476190476 21 5.83333333333333 0.277777777777778 ; 12 32 52
12 4 0.666666666666667 -2 0.228380984099499 -0.0838904603124342 0.333333333333333 3 2.02020202020202 0.673400673400674 ; 13 32 42
32 2 0.9375 -15 0.606541389890074 -0.0676944611305545 0.0625 16 5.19818063677713 0.324886289798571 ; 21 32 42
21 1 0.952380952380952 -20 0.625315639127346 -0.00382274743717599 0.0476190476190476 21 16.2037037037037 0.771604938271605 ; 12 32 42 52
27 17 0.37037037037037 -0.588235294117647 0.410304145386664 0.0907526302880161 0.62962962962963 1.58823529411765 1.90677966101695 1.20056497175141 ; 11 23
11 1 0.909090909090909 -10 0.332967166617389 -0.0538461688689735 0.0909090909090909 11 5.1789077212806 0.470809792843691 ; 11 32 42 52
12 5 0.583333333333333 -1.4 0.208520141506618 -0.070428870697267 0.416666666666667 2.4 2.10526315789474 0.87719298245614 ; 22 32 52
12 2 0.833333333333333 -5 0.363669150724521 -0.0782953229758006 0.166666666666667 6 5.10618983679104 0.851031639465174 ; 13 21 33 43
18 3 0.833333333333333 -5 0.222008262583023 -0.145905151972692 0.166666666666667 6 2.4085637823372 0.4014272970562 ; 11 22 31
15 14 0.0666666666666667 -0.0714285714285714 -0.116543309349613 -0.145679136687016 0.933333333333333 1.07142857142857 0.789473684210526 0.736842105263158 ; 22 52
11 0 1 Inf 0.187049359228803 -0.0449555535616207 0 Inf 4.54290150989527 0 ; 11 21 32 42
39 5 0.871794871794872 -6.8 0.720659878507205 -0.0474586636530199 0.128205128205128 7.8 5.80165289256199 0.743801652892562 ; 13 33 53
10 5 0.5 -1 0.264958600999098 -0.060368850872921 0.5 2 2.27272727272727 1.13636363636364 ; 12 33 53
23 4 0.826086956521739 -4.75 0.353408361084115 -0.0471286077137379 0.173913043478261 5.75 3.00130491518051 0.521966072205307 ; 13 22 33
17 5 0.705882352941177 -2.4 0.317948128687405 -0.0295650601959234 0.294117647058824 3.4 2.91762013729977 0.85812356979405 ; 21 43 53
22 7 0.681818181818182 -2.14285714285714 0.545539072777276 0.0431701849032695 0.318181818181818 3.14285714285714 5.09259259259259 1.62037037037037 ; 12 42 52
12 18 -0.5 0.333333333333333 -0.152855695910666 0.0269745345724705 1.5 0.666666666666667 0.701754385964912 1.05263157894737 ; 22 32
21 13 0.380952380952381 -0.615384615384615 0.0028501597951257 -0.22516262381493 0.619047619047619 1.61538461538462 1.00478468899522 0.62200956937799 ; 13 21
49 19 0.612244897959184 -1.57894736842105 0.913346259032624 0.0294627825494395 0.387755102040816 2.57894736842105 2.72222222222222 1.05555555555556 ; 42 52
20 4 0.8 -4 0.343037735658155 -0.0804153900713614 0.2 5 3.12044934470564 0.624089868941128 ; 13 22 43
18 2 0.888888888888889 -8 0.404701496513842 -0.0205417079605863 0.111111111111111 9 7.2256913470116 0.8028545941124 ; 11 22 41 51
27 2 0.925925925925926 -12.5 0.599221241579107 -0.0768476371616853 0.0740740740740741 13.5 5.72033898305085 0.423728813559322 ; 11 23 31
27 0 1 Inf 0.757238288343863 -0.0425301518054615 0 Inf 51.4830508474576 0 ; 11 23 31 41 51
21 3 0.857142857142857 -6 0.327681968422467 -0.0989363918405171 0.142857142857143 7 3.01435406698565 0.430622009569378 ; 13 22 53
15 5 0.666666666666667 -2 0.239401969279088 -0.0946312709658329 0.333333333333333 3 1.9573727707699 0.652457590256633 ; 13 21 33
43 21 0.511627906976744 -1.04761904761905 0.655502392344498 0.0239234449760766 0.488372093023256 2.04761904761905 2.13223140495868 1.04132231404959 ; 13 33
20 1 0.95 -19 0.529456482385466 -0.0595145499333827 0.05 20 25.5309491839552 1.27654745919776 ; 13 22 33 43 53
11 6 0.454545454545455 -0.833333333333333 -0.00913346719548128 -0.0297654789918765 0.545454545454545 1.83333333333333 1.36287045296858 0.743383883437407 ; 11 21 42
11 3 0.727272727272727 -2.66666666666667 0.158099890904008 -0.121445089107373 0.272727272727273 3.66666666666667 1.86440677966102 0.508474576271187 ; 11 32 52
34 19 0.441176470588235 -0.789473684210526 0.437037410061049 0 0.558823529411765 1.78947368421053 1.78947368421053 1 ; 21 52
10 8 0.2 -0.25 -0.0662266178532522 -0.132453235706504 0.8 1.25 0.833333333333333 0.666666666666667 ; 12 53
10 0 1 Inf 0.17867948668727 -0.0517900003016334 0 Inf 3.71691941718704 0 ; 11 21 42 52
44 5 0.886363636363636 -7.8 0.893725749918909 -0.0432656387036785 0.113636363636364 8.8 8.14814814814815 0.925925925925926 ; 32 42 52
11 2 0.818181818181818 -4.5 0.133241806221576 -0.047656801530704 0.181818181818182 5.5 1.55367231638418 0.282485875706215 ; 11 42 52
18 1 0.944444444444444 -17 0.404701496513842 -0.0891529014931979 0.0555555555555556 18 7.2256913470116 0.4014272970562 ; 11 22 31 51
47 17 0.638297872340426 -1.76470588235294 0.791320018671387 -0.0772019530411109 0.361702127659574 2.76470588235294 2.38983050847458 0.864406779661017 ; 11 51
12 3 0.75 -3 0.197532073835983 -0.128346292190012 0.25 4 1.87226960682338 0.468067401705846 ; 13 21 43
24 18 0.25 -0.333333333333333 0.145679136687016 -0.0291358273374033 0.75 1.33333333333333 1.26315789473684 0.947368421052632 ; 22 53
16 19 -0.1875 0.157894736842105 -0.0684762383262326 0.0195646395217807 1.1875 0.842105263157895 0.872727272727273 1.03636363636364 ; 13 52
16 3 0.8125 -4.33333333333333 0.478925825411959 -0.0214680023288796 0.1875 5.33333333333333 9.74658869395712 1.82748538011696 ; 12 21 42 52
21 22 -0.0476190476190476 0.0454545454545455 0.0582716546748065 0.0874074820122098 1.04761904761905 0.954545454545455 1.10526315789474 1.15789473684211 ; 21 53
20 1 0.95 -19 0.44852772186809 -0.0881886193732375 0.05 20 9.36134803411692 0.468067401705846 ; 13 22 43 53
45 5 0.888888888888889 -8 0.894635505056936 -0.0460055981589273 0.111111111111111 9 8.00395256916996 0.889328063241107 ; 33 43 53
18 9 0.5 -1 0.313909448441731 0.0336213908875323 0.5 2 2.84210526315789 1.42105263157895 ; 22 41 51
18 19 -0.0555555555555556 0.0526315789473684 -0.0291358273374033 0 1.05555555555556 0.947368421052632 0.947368421052632 1 ; 22 51
