30 4 0.866666666666667 -6.5 0.730693040452846 0.00333333333333333 0.133333333333333 7.5 7.5 1 ; 23 41 51
27 1 0.962962962962963 -26 0.697503884014663 -0.035034139101621 0.037037037037037 27 17.1610169491525 0.635593220338983 ; 11 23 31 41
46 10 0.782608695652174 -3.6 0.87406293479704 -0.206014833602048 0.217391304347826 4.6 2.72727272727273 0.592885375494071 ; 33 43
17 1 0.941176470588235 -16 0.306539619836745 -0.102273682814711 0.0588235294117647 17 2.65238194299979 0.156022467235282 ; 21 33 43
15 17 -0.133333333333333 0.117647058823529 -0.157949748324146 -0.100721578641485 1.13333333333333 0.882352941176471 0.730994152046784 0.828460038986355 ; 22 42
16 5 0.6875 -2.2 0.264330478638812 -0.0203398526652754 0.3125 3.2 2.42424242424242 0.757575757575758 ; 13 42 52
18 5 0.722222222222222 -2.6 0.313909448441731 -0.0558024940040699 0.277777777777778 3.6 2.84210526315789 0.789473684210526 ; 22 31 51
50 17 0.66 -1.94117647058824 1 0.01 0.34 2.94117647058824 3 1.02 ; 41 51
32 16 0.5 -1 0.44657840569979 -0.0329688755885751 0.5 2 1.87134502923977 0.935672514619883 ; 21 32
47 19 0.595744680851064 -1.47368421052632 0.791320018671387 -0.0193004882602777 0.404255319148936 2.47368421052632 2.38983050847458 0.966101694915254 ; 11 41
23 16 0.304347826086957 -0.4375 0.299726121052415 0.0746099357126183 0.695652173913043 1.4375 1.6812865497076 1.16959064327485 ; 12 21
37 6 0.837837837837838 -5.16666666666667 0.711202939946268 -0.059363700198288 0.162162162162162 6.16666666666667 5.98275242544017 0.970176068990299 ; 13 33 43
21 1 0.952380952380952 -20 0.535550484560389 -0.160373693174557 0.0476190476190476 21 5.83333333333333 0.277777777777778 ; 12 32 52
12 5 0.583333333333333 -1.4 0.228380984099499 -0.0642600656244024 0.416666666666667 2.4 2.02020202020202 0.841750841750842 ; 13 32 42
32 4 0.875 -7 0.606541389890074 -0.0578160045137241 0.125 8 5.19818063677713 0.649772579597141 ; 21 32 42
21 0 1 Inf 0.625315639127346 -0.118324152623402 0 Inf 16.2037037037037 0 ; 12 32 42 52
27 11 0.592592592592593 -1.45454545454545 0.410304145386664 -0.100978278771173 0.407407407407407 2.45454545454545 1.90677966101695 0.77683615819209 ; 11 23
11 0 1 Inf 0.332967166617389 -0.0498389730810359 0 Inf 5.1789077212806 0 ; 11 32 42 52
