1 33.33
1 33.33
1 33.33
1 31.33
1 31.33
1 31.33
1 24.67
1 24.67
1 20
1 20
1 20
1 18
1 18
1 18
1 18
1 14
1 14
1 13.33
1 13.33
1 12
1 12
1 12
1 12
1 12
1 12
1 11.33
1 11.33
1 10
1 10
1 8
1 8
1 8
1 8
1 8
1 8
0.98 15.33
0.98 15.33
0.98 15
0.98 15
0.97 10.67
0.97 10.67
0.96 8
0.96 8
0.95 6.33
0.93 5
0.92 5.33
0.92 4
0.92 4
0.92 4
0.91 5.11
0.91 3.67
0.91 3.67
0.91 3.67
0.91 6
0.91 5.73
0.89 5.07
0.89 5.24
0.89 4.5
0.89 4
0.89 4
0.87 3.83
0.87 3.33
0.83 3.43
0.83 2.67
0.8 3.03
0.77 2.17
0.72 2.15
0.71 2.16
0.7 1.92
0.64 1.71
0.62 1.56
0.6 1.58
0.42 1.12
0.37 1.03
0.32 0.95
0.29 0.92
0.28 0.89
0.26 0.88
0.19 0.8
