3 33.33
3 33.33
3 33.33
3 31.33
3 31.33
3 31.33
3 24.67
3 24.67
3 20
3 20
3 20
3 18
3 18
3 18
3 18
3 14
3 14
3 13.33
3 13.33
3 12
3 12
3 12
3 12
3 12
3 12
3 11.33
3 11.33
3 10
3 10
3 8
3 8
3 8
3 8
3 8
3 8
2.93 15.33
2.93 15.33
2.93 15
2.93 15
2.91 10.67
2.91 10.67
2.88 8
2.88 8
2.84 6.33
2.8 5
2.75 5.33
2.75 4
2.75 4
2.75 4
2.74 5.11
2.73 3.67
2.73 3.67
2.73 3.67
2.72 6
2.72 5.73
2.68 5.07
2.67 5.24
2.67 4.5
2.67 4
2.67 4
2.61 3.83
2.6 3.33
2.5 3.43
2.5 2.67
2.39 3.03
2.31 2.17
2.17 2.15
2.13 2.16
2.09 1.92
1.92 1.71
1.86 1.56
1.79 1.58
1.26 1.12
1.11 1.03
0.95 0.95
0.87 0.92
0.83 0.89
0.79 0.88
0.56 0.8
